QKEY,INTERVIEW_START_W147,INTERVIEW_END_W147,DEVICE_TYPE_W147,LANG_W147,XPANEL_W147,XATPSAMPLE_W147,SATLIFE_MOD_a_W147,SATLIFE_MOD_b_W147,SATLIFE_MOD_c_W147,SATLIFE_MOD_d_W147,SATLIFE_MOD_f_W147,EVERPAR_W147,DOV_KP_ELIGIBLE_W147,HAVEKIDS1_W147,MARITALMOD_W147,COMMREL_W147,LWPREL_W147,SEEKING_W147,LIVARRANG_W147,LIVINGPAR_W147,SIBLIV_W147,FAMKIDS_W147,EMPLSIT_W147,IMPACTGOALS_a_W147,IMPACTGOALS_b_W147,IMPACTGOALS_c_W147,IMPACTGOALS_d_W147,IMPACTGOALS_e_W147,WORRY_FUTR_a_W147,WORRY_FUTR_b_W147,WORRY_FUTR_c_W147,WORRY_FUTR_d_W147,KIDSEVER_W147,RSNNOCHLD_S1_a_W147,RSNNOCHLD_S1_b_W147,RSNNOCHLD_S1_c_W147,RSNNOCHLD_S1_d_W147,RSNNOCHLD_S1_e_W147,RSNNOCHLD_S1_f_W147,RSNNOCHLD_S1_g_W147,RSNNOCHLD_S1_h_W147,RSNNOCHLD_S1_i_W147,RSNNOCHLD_S1_j_W147,RSNNOCHLD_S1_k_W147,RSNNOCHLD_S2_a_W147,RSNNOCHLD_S2_b_W147,RSNNOCHLD_S2_c_W147,RSNNOCHLD_S2_d_W147,RSNNOCHLD_S2_e_W147,RSNNOCHLD_S2_f_W147,RSNNOCHLD_S2_g_W147,RSNNOCHLD_S2_h_W147,RSNNOCHLD_S2_i_W147,RSNNOCHLD_S2_j_W147,IMPACTLIFE_a_W147,IMPACTLIFE_b_W147,IMPACTLIFE_c_W147,IMPACTLIFE_d_W147,IMPACTLIFE_e_W147,IMPACTLIFE_f_W147,WORKNOKID_a_W147,WORKNOKID_b_W147,WORKNOKID_c_W147,WORKNOKID_d_W147,WORKNOKID_e_W147,RELNOKID_a_W147,RELNOKID_b_W147,RELNOKID_c_W147,RELNOKID_d_W147,PRESNOKID_a_W147,PRESNOKID_b_W147,PRESNOKID_c_W147,PRESNOKID_d_W147,CAREPAR1_W147,CAREPAR2_a_W147,CAREPAR2_b_W147,CAREPAR2_c_W147,CAREPAR2_d_W147,CAREPAR2_e_W147,TALK_KIDS_a_W147,TALK_KIDS_b_W147,TALK_KIDS_c_W147,FRNDKIDS_W147,IMPCTDATE_W147,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_RELIG,F_RELIGCAT1,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W147_UNDER50,WEIGHT_W147_50PLUS
201501134505,2024-05-04T11:19:56Z,2024-05-04T11:31:00Z,2,1,2,2,1,2,4,3,2,2,,3,5,1,2,,,1,,,1,3,3,3,2,3,,,,,,,,,,,,,,,,,3,3,3,3,2,2,3,3,2,1,2,3,3,3,2,3,2,2,1,1,2,,,,,,,,,,,,,,,5,4,4,2,,2,1,1,3,2,2,1,5,2,1,1,1,1,12,3,3,99,9,9,1,99,3,2,1,99,0.46365758193916967,
201501136603,2024-05-03T19:39:59Z,2024-05-03T19:46:44Z,2,1,2,1,4,5,4,3,6,2,,,4,2,,,1,2,1,2,1,3,2,3,2,3,3,2,5,3,2,1,3,3,3,3,3,3,2,1,1,3,,,,,,,,,,,5,4,2,4,4,1,2,2,1,2,2,,3,,3,5,3,5,2,,,,,,,,,,,,1,3,5,1,3,2,2,3,2,1,2,2,1,1,1,2,,2,3,1,9,3,1,2,3,,0.19777238436884048
201501137284,2024-05-03T20:13:48Z,2024-05-03T20:20:12Z,1,1,2,1,3,3,5,4,3,2,,,5,1,1,,,2,1,2,1,3,3,3,3,3,4,1,5,5,2,3,3,3,3,3,3,3,3,2,2,1,,,,,,,,,,,1,1,3,1,2,2,2,2,2,2,2,3,3,,3,5,5,5,5,,,,,,,,,,,,1,2,3,1,3,1,1,5,2,1,2,2,1,1,1,4,2,2,3,1,5,3,2,2,2,,0.9642632472971161
201501140481,2024-05-03T18:54:54Z,2024-05-03T19:01:27Z,2,1,2,2,3,3,4,3,1,2,,3,5,1,2,,,1,,,1,3,1,1,2,3,,,,,,,,,,,,,,,,,3,3,3,2,3,2,2,2,1,1,2,3,2,2,2,3,1,2,2,1,2,,,,,,,,,,,,,,,4,3,3,3,,1,4,8,2,2,1,1,6,1,1,4,3,1,1,1,1,,1,2,3,7,3,1,2,2,0.6977656981201187,
201501144662,2024-05-03T18:54:53Z,2024-05-03T19:01:42Z,2,1,2,1,3,3,3,6,2,2,,,1,,,,,1,3,3,5,1,3,1,2,3,2,3,3,4,2,3,3,2,3,3,2,99,1,3,1,3,,,,,,,,,,,2,1,7,7,2,4,,,,,,4,3,3,,2,4,4,4,,,,,,,,,,,,1,4,9,2,4,2,1,6,2,1,1,1,1,12,3,2,,2,3,1,8,3,2,2,2,,1.2064283437557075
201501145170,2024-05-05T14:34:14Z,2024-05-05T15:18:55Z,1,1,2,1,4,5,3,6,6,2,,,5,2,,,1,2,1,2,5,1,1,1,2,3,4,3,3,4,3,3,1,1,3,1,1,3,3,3,3,1,,,,,,,,,,,1,1,6,7,1,6,,,,,,,3,,3,6,3,5,4,,,,,,,,,,,,1,2,4,2,4,1,1,5,2,1,1,1,1,10,3,3,2,2,4,1,2,4,2,2,2,,0.6174762245010088
201501169636,2024-05-05T14:37:25Z,2024-05-05T14:45:06Z,1,1,2,1,3,3,3,6,3,2,,,1,,,,,2,1,1,5,3,3,3,3,3,4,3,4,5,1,1,3,3,2,3,3,3,3,3,3,3,,,,,,,,,,,1,1,1,1,1,4,,,,,,3,4,,3,4,3,5,5,,,,,,,,,,,,1,3,5,1,4,2,1,5,2,1,1,1,1,1,1,2,,2,4,1,99,4,2,2,99,,1.6262694649239704
201501173112,2024-05-03T19:35:09Z,2024-05-03T19:39:39Z,2,1,2,1,2,3,3,3,6,2,,,4,2,,,1,2,1,4,2,1,2,1,2,2,2,2,2,3,3,3,3,1,3,3,3,3,3,3,2,2,,,,,,,,,,,2,2,2,3,1,4,1,1,1,2,1,,3,,2,6,4,4,3,,,,,,,,,,,,1,3,7,2,3,2,1,5,2,4,1,1,4,12,3,3,1,1,2,1,4,3,2,1,2,,0.6578095740681862
201501181026,2024-05-03T20:16:41Z,2024-05-03T20:27:22Z,2,1,2,1,2,3,3,2,1,2,,,1,,,,,2,2,2,1,1,1,3,2,3,3,2,2,2,3,2,2,1,2,3,2,2,3,1,2,2,,,,,,,,,,,1,2,3,2,2,3,2,2,2,2,1,3,4,,3,4,5,5,5,,,,,,,,,,,,1,3,5,2,3,1,1,5,2,1,1,1,1,1,1,1,,1,1,1,9,2,1,2,3,,1.0665753375810942
201501187063,2024-05-04T11:14:25Z,2024-05-04T11:25:30Z,1,1,2,1,4,3,3,3,3,2,,,1,,,,,2,3,3,1,3,1,1,3,1,3,2,3,4,3,3,2,2,2,3,3,3,2,2,3,1,,,,,,,,,,,2,2,2,3,3,3,1,1,2,2,1,3,3,,,4,2,5,5,,,,,,,,,,,,1,3,5,3,4,1,2,4,2,1,1,1,1,1,1,1,,1,1,1,9,2,3,2,2,,0.5393423855725574
201501188973,2024-05-06T09:30:23Z,2024-05-06T09:37:25Z,2,1,2,1,1,3,2,6,2,2,,,1,,,,,2,1,3,5,1,3,3,2,3,3,3,4,4,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,,99,99,99,99,99,99,,,,,,99,99,,99,99,99,99,99,,,,,,,,,,,,1,2,4,2,4,1,2,3,2,1,1,1,1,2,2,1,,1,1,1,6,1,5,2,2,,2.94414339000784
201501191201,2024-05-04T00:58:59Z,2024-05-04T01:16:26Z,1,1,2,1,3,4,2,3,6,2,,,5,2,,,1,2,2,3,1,1,1,1,1,1,2,1,2,2,1,3,2,1,3,3,3,3,3,3,1,1,,,,,,,,,,,1,1,2,3,2,6,2,2,2,2,1,,3,,99,5,5,4,5,,,,,,,,,,,,1,1,2,2,4,1,1,5,2,1,1,1,1,9,3,3,1,1,2,1,9,3,1,2,3,,0.3174135526645212
201501211143,2024-05-06T10:44:27Z,2024-05-06T10:49:35Z,1,1,2,1,5,5,5,3,3,2,,,5,1,2,,2,2,2,2,2,1,1,1,2,2,2,1,2,3,1,2,2,1,3,3,2,3,1,3,2,1,,,,,,,,,,,1,1,2,2,1,5,1,1,1,2,1,3,4,,4,4,3,5,2,,,,,,,,,,,,1,3,5,2,3,1,1,5,2,1,1,1,1,2,2,1,,1,1,2,1,2,1,2,1,,1.9882089177844497
201501226544,2024-05-06T20:34:15Z,2024-05-06T20:41:18Z,1,1,2,1,1,4,1,2,6,2,,,5,2,,,1,2,2,2,5,3,2,3,2,2,3,3,4,5,2,3,2,2,3,3,3,3,3,2,1,1,,,,,,,,,,,1,1,1,4,1,4,,,,,,,3,,4,5,4,5,3,,,,,,,,,,,,1,4,8,3,4,2,1,5,2,1,1,1,1,12,3,1,,1,1,1,99,2,2,2,99,,0.9477434065271068
201501226622,2024-05-04T09:26:34Z,2024-05-04T09:30:03Z,2,1,2,1,1,1,1,1,1,2,,,1,,,,,1,2,2,1,3,1,3,1,3,5,5,5,5,1,1,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,5,5,5,5,1,1,1,2,1,1,,,,,,2,3,5,1,3,2,3,1,2,1,1,1,1,1,1,3,1,1,1,1,9,2,2,1,3,,0.14813871156794345
201501227831,2024-05-04T17:34:06Z,2024-05-04T17:39:20Z,2,1,2,1,3,2,3,6,3,2,,,4,1,1,,,2,3,2,5,1,3,3,2,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,1,,,,,,,,,,,3,3,3,3,3,3,,,,,,3,3,,,5,5,5,5,,,,,,,,,,,,2,3,5,3,4,2,2,3,2,1,1,1,1,12,3,2,,2,4,1,4,4,2,1,2,,0.2837797849531796
201501228955,2024-05-04T19:43:04Z,2024-05-04T19:45:04Z,1,1,2,2,4,3,5,4,6,2,,3,5,2,,3,,1,,,3,1,1,1,2,2,,,,,,,,,,,,,,,,,3,1,2,3,1,1,3,3,2,3,2,2,3,3,1,6,,,,,,,,,,,,,,,,,,,,,5,5,5,3,1,4,9,2,2,1,1,5,2,1,4,4,1,2,2,2,,2,4,1,1,5,1,2,1,0.705473772860786,
201501232113,2024-05-04T17:44:59Z,2024-05-04T17:50:55Z,2,1,2,1,2,1,2,1,2,2,,,5,2,,,1,1,2,2,2,3,1,3,3,3,3,2,2,1,1,3,1,3,3,3,2,3,3,2,3,3,,,,,,,,,,,7,7,3,7,3,3,1,2,2,2,2,,3,3,3,3,3,3,3,2,,,,,,,,,,,1,1,2,1,3,1,2,3,2,1,1,1,1,2,2,4,2,2,3,1,99,3,2,2,99,,1.417993923579303
201501233008,2024-05-03T20:33:28Z,2024-05-03T20:39:16Z,2,1,2,1,2,3,3,6,6,2,,,4,2,,,1,2,2,3,5,1,3,3,3,2,3,3,3,3,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,,99,99,99,99,99,99,,,,,,,99,,99,99,99,99,99,,,,,,,,,,,,1,3,5,2,4,2,2,3,2,1,1,1,1,2,2,1,,1,1,1,9,1,2,1,3,,0.5234699594257982
201501265564,2024-05-04T11:27:13Z,2024-05-04T11:34:24Z,2,1,2,1,2,2,3,2,2,2,,,5,1,1,,,1,1,4,1,3,3,3,2,3,2,2,3,3,1,3,2,1,3,2,2,3,3,3,3,1,,,,,,,,,,,2,7,2,7,7,4,1,1,1,1,1,3,4,3,3,6,2,3,2,1,3,2,2,3,1,,,,,,1,4,8,1,3,1,2,3,1,1,4,3,1,2,2,2,,2,4,1,9,4,1,1,3,,0.09558540555045529
201501266522,2024-05-03T20:11:45Z,2024-05-03T20:20:24Z,3,1,2,2,4,3,3,6,6,2,,4,2,2,,4,,1,,,99,1,1,99,3,1,,,,,,,,,,,,,,,,,3,1,3,3,1,1,1,1,1,1,2,2,6,7,1,6,,,,,,,,,,,,,,,,,,,,,5,5,5,,1,3,6,2,2,2,3,2,2,1,1,1,1,9,3,2,,2,3,1,1,3,,2,1,1.6460695860967955,
201501268222,2024-05-03T18:55:07Z,2024-05-03T19:17:38Z,2,1,2,1,2,3,4,3,2,2,,,1,,,,,2,2,2,5,2,2,2,2,2,4,2,3,4,3,3,2,1,1,3,3,3,1,2,2,1,,,,,,,,,,,2,1,2,3,3,3,,,,,,4,3,,3,2,3,4,3,,,,,,,,,,,,2,3,7,3,3,1,3,2,2,1,1,1,1,1,1,1,,1,1,1,3,1,4,1,2,,0.5215016925188268
201501274506,2024-05-03T22:10:25Z,2024-05-03T22:14:43Z,1,1,2,1,4,3,5,6,6,2,,,5,2,,,1,1,3,3,3,3,3,3,2,2,1,2,2,5,3,3,3,1,3,3,3,3,3,3,3,1,,,,,,,,,,,3,3,6,3,3,4,,,,,,,4,3,,6,2,3,2,,,,,,,,,,,,1,2,3,1,4,2,1,6,2,1,1,1,1,9,3,2,,2,4,1,1,5,2,2,1,,0.8817064885657155
201501275680,2024-05-06T09:24:08Z,2024-05-06T11:24:11Z,2,1,2,1,3,3,4,6,6,2,,,5,2,,,1,1,2,2,4,3,3,3,2,3,3,2,3,5,1,3,3,3,3,3,3,3,3,2,3,3,,,,,,,,,,,1,2,6,2,1,4,,,,,,,3,3,3,5,4,5,5,2,,,,,,,,,,,1,3,7,1,3,1,2,3,2,1,2,2,1,1,1,2,,2,3,1,1,3,2,2,1,,0.2376668030771594
201501283889,2024-05-04T04:09:17Z,2024-05-04T04:33:08Z,1,1,2,1,1,3,4,3,6,2,,,5,2,,,3,1,2,2,1,3,1,1,2,3,5,4,5,4,2,2,1,1,3,3,3,3,3,3,1,3,,,,,,,,,,,1,1,1,1,1,3,2,2,1,2,2,,3,3,3,5,3,5,5,1,1,1,3,3,3,,,,,,1,4,9,1,3,1,1,6,2,1,1,1,1,1,1,1,,1,1,1,1,1,1,2,1,,1.1889273582919275
201501348049,2024-05-03T19:22:59Z,2024-05-03T19:27:19Z,2,1,2,2,3,4,4,3,6,2,,3,5,2,,4,,1,,,1,3,1,3,3,3,,,,,,,,,,,,,,,,,3,1,3,3,3,2,3,3,3,3,2,2,6,7,1,4,1,2,2,2,1,,,,,,,,,,,,,,,,5,5,4,,1,4,8,2,2,2,1,6,2,1,1,1,1,1,1,1,,1,2,1,4,3,1,1,2,0.19189733958476163,
201501454640,2024-04-29T20:16:32Z,2024-04-29T20:19:13Z,1,1,2,2,3,2,3,3,2,2,,3,5,1,2,,,1,,,1,3,3,3,2,2,,,,,,,,,,,,,,,,,3,3,1,1,3,3,3,3,2,3,3,2,2,2,2,4,1,2,1,2,2,,,,,,,,,,,,,,,3,3,4,3,,1,2,3,2,2,1,1,5,2,1,1,1,1,2,2,3,1,1,1,1,8,2,2,2,3,1.1465881249286416,
201501457166,2024-05-03T20:43:06Z,2024-05-03T20:48:15Z,2,1,2,1,2,2,2,4,2,2,,,1,,,,,1,2,3,1,1,1,1,2,1,3,3,4,5,2,3,1,2,3,3,3,1,2,1,2,3,,,,,,,,,,,1,1,1,1,1,3,1,1,1,1,1,1,3,3,4,5,3,4,3,2,,,,,,,,,,,,4,9,2,3,1,1,5,2,1,1,1,1,12,3,3,2,2,3,1,9,3,2,2,99,,2.173038565157008
201501510512,2024-05-04T08:10:45Z,2024-05-04T08:17:10Z,1,1,2,1,2,2,2,6,2,2,,,4,1,1,,,2,2,2,5,3,3,3,3,3,5,4,4,3,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,,99,99,99,99,99,99,,,,,,99,99,,99,99,99,99,99,,,,,,,,,,,,1,1,1,3,4,2,3,2,2,1,1,1,1,2,2,2,,2,4,1,6,4,4,2,2,,0.6042236151071114
201501601872,2024-05-03T19:00:48Z,2024-05-03T19:06:10Z,2,1,2,2,3,4,3,3,2,2,,3,1,,,,,1,,,1,1,1,3,3,3,,,,,,,,,,,,,,,,,3,1,3,1,3,3,2,1,1,1,2,3,4,7,2,4,1,1,2,2,1,,,,,,,,,,,,,,,4,3,4,2,,1,1,2,1,2,1,1,6,2,1,1,1,1,12,3,3,99,9,9,1,9,3,1,1,3,0.5595540253419429,
201501602033,2024-05-04T10:14:05Z,2024-05-04T10:17:11Z,1,1,2,2,2,3,1,1,1,2,,4,1,,,,,1,,,1,1,2,1,2,2,,,,,,,,,,,,,,,,,1,3,3,3,3,3,3,3,3,3,2,1,2,4,1,5,1,1,1,2,1,,,,,,,,,,,,,,,4,4,3,1,,1,3,5,1,2,1,1,5,2,1,1,1,1,1,1,1,,1,1,1,9,1,1,1,3,0.37376375302628956,
201501603640,2024-05-05T15:23:48Z,2024-05-05T15:27:18Z,2,1,2,2,3,3,5,3,2,2,,3,5,1,2,,,1,,,2,1,3,1,2,2,,,,,,,,,,,,,,,,,3,1,3,3,1,2,3,3,3,3,2,2,3,3,2,4,2,2,2,2,2,,,,,,,,,,,,,,,3,3,4,3,,1,3,5,1,2,1,1,6,2,1,1,1,1,9,3,4,2,2,4,1,1,5,1,2,1,0.6271767342560401,
201501605317,2024-05-04T12:05:14Z,2024-05-04T12:07:27Z,2,1,2,2,2,2,2,2,5,2,,4,5,2,,4,,2,,,1,3,3,3,3,3,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,2,2,2,2,2,,,,,,,,,,,,,,,,3,,5,,1,2,4,2,2,1,1,6,2,1,1,1,1,8,4,3,1,1,2,3,3,3,5,2,2,4.940413419330003,
201501605822,2024-05-03T18:55:10Z,2024-05-03T18:57:14Z,2,1,2,2,3,3,2,2,2,2,,3,1,,,,,1,,,5,1,3,1,2,3,,,,,,,,,,,,,,,,,1,3,2,2,2,2,2,3,2,2,2,2,2,3,2,3,,,,,,,,,,,,,,,,,,,,4,4,4,4,,1,2,3,2,2,1,2,4,2,1,1,1,1,9,3,3,2,2,4,1,6,5,1,2,2,0.7649326819457767,
201501606569,2024-05-02T19:17:25Z,2024-05-02T19:19:50Z,2,1,2,2,3,4,3,6,6,2,,4,5,2,,3,,1,,,3,3,3,3,2,3,,,,,,,,,,,,,,,,,3,3,1,3,3,3,3,3,3,3,2,2,3,3,1,4,,,,,,,,,,,,,,,,,,,,,5,5,1,3,1,3,5,1,2,1,1,6,2,4,3,5,4,1,1,2,,2,3,1,9,3,1,1,3,0.4017116564455123,
201501606632,2024-05-05T13:58:19Z,2024-05-05T14:04:35Z,3,1,2,2,2,2,3,4,6,2,,3,5,2,,3,,1,,,2,1,1,1,2,2,,,,,,,,,,,,,,,,,3,2,1,3,1,1,2,2,1,3,1,1,1,1,1,4,1,1,1,2,2,,,,,,,,,,,,,,,,5,3,4,3,1,4,9,2,2,1,2,3,2,1,1,1,1,9,3,3,2,2,4,1,3,5,1,2,2,1.168290813726991,
201501606876,2024-05-03T20:13:22Z,2024-05-03T20:19:58Z,2,1,2,1,1,2,3,3,3,2,,,2,1,2,,1,1,1,1,1,1,3,1,3,3,3,3,3,5,2,3,3,2,3,3,3,3,3,3,1,3,,,,,,,,,,,2,2,3,2,2,3,2,2,2,2,2,4,3,3,3,3,5,4,4,1,2,1,1,3,3,,,,,,1,3,5,2,3,2,1,5,2,1,1,1,1,12,3,2,,2,4,1,4,4,1,2,2,,1.087023867935421
201501608065,2024-05-05T20:49:35Z,2024-05-05T21:18:10Z,2,1,2,2,3,3,3,5,2,2,,3,2,1,1,,,1,,,1,1,1,1,2,1,,,,,,,,,,,,,,,,,3,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,,,,,,,,,,,,,,,4,2,3,2,,,4,9,3,2,2,1,5,2,1,1,1,1,10,3,4,1,1,2,1,6,3,2,1,99,0.4048687774238583,
201501608312,2024-05-06T20:20:45Z,2024-05-06T20:28:07Z,2,1,2,1,2,2,3,2,2,2,,,1,,,,,1,99,3,1,3,3,3,3,3,3,3,5,5,1,1,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,3,3,3,3,3,3,2,2,2,2,1,3,3,3,,5,5,5,5,,,,,,,,,,,,1,2,4,3,3,1,2,3,2,1,1,1,1,1,1,4,1,1,1,1,4,2,2,2,2,,2.9427719458272263
201501609904,2024-05-06T12:38:35Z,2024-05-06T12:43:05Z,1,1,2,2,3,4,3,2,4,2,,3,5,1,1,,,1,,,1,1,1,1,3,3,,,,,,,,,,,,,,,,,3,2,3,3,1,1,3,3,2,2,1,1,7,1,1,3,2,2,2,2,2,,,,,,,,,,,,,,,3,5,5,4,,1,4,9,2,2,1,1,6,2,1,1,1,1,9,3,3,2,2,4,1,8,5,1,99,2,0.4149448464885892,
201501610171,2024-05-05T16:50:06Z,2024-05-05T16:56:07Z,1,1,2,1,3,4,3,3,4,2,,,2,2,,,1,2,1,3,2,3,2,3,2,2,2,2,3,3,1,1,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,1,2,2,4,2,5,1,2,2,2,1,,4,,4,5,3,3,2,,,,,,,,,,,,1,4,9,2,4,2,3,2,2,1,1,1,1,1,1,2,,2,3,1,3,3,2,2,2,,0.4735664759620212
201501611392,2024-05-06T12:38:44Z,2024-05-06T12:42:38Z,2,1,2,2,2,2,3,2,6,2,,4,5,2,,3,,1,,,1,1,1,3,2,3,,,,,,,,,,,,,,,,,3,1,3,3,3,3,2,2,1,1,1,1,2,1,1,3,2,2,2,2,2,,,,,,,,,,,,,,,,3,4,3,4,1,4,9,2,2,1,1,5,2,1,2,2,1,12,3,4,2,2,4,2,4,4,1,2,2,1.9242216254737816,
201501613005,2024-05-03T18:56:34Z,2024-05-03T19:03:42Z,2,1,2,1,3,4,2,2,6,2,,,2,2,,,1,2,2,2,1,1,3,3,2,3,3,3,2,3,1,3,3,1,3,3,3,3,3,3,3,1,,,,,,,,,,,1,3,3,3,3,4,2,2,2,2,2,,3,,3,5,5,5,5,,,,,,,,,,,,1,1,2,1,4,1,1,6,2,1,2,2,1,1,1,2,,2,3,1,1,3,2,2,1,,0.290289446417419
201501613699,2024-05-03T21:18:51Z,2024-05-03T21:21:45Z,2,1,2,2,2,1,1,1,2,2,,4,1,,,,,1,,,1,1,1,1,3,1,,,,,,,,,,,,,,,,,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,,,,,,,,,,,,,,,5,5,4,3,,1,3,5,2,2,2,1,6,2,1,1,1,1,9,3,2,,2,4,1,9,5,1,1,3,0.3644434532664182,
201501613977,2024-05-04T18:40:50Z,2024-05-04T18:44:18Z,2,1,2,2,3,4,3,3,6,2,,4,5,2,,4,,1,,,1,1,2,3,3,3,,,,,,,,,,,,,,,,,3,2,2,3,2,1,3,3,2,1,1,1,3,4,1,2,2,1,1,2,2,,,,,,,,,,,,,,,,5,4,3,,1,3,7,2,2,2,1,5,1,4,1,3,4,2,2,2,,2,3,1,5,3,1,2,2,1.3242394731320044,
201501614270,2024-05-04T10:09:13Z,2024-05-04T10:18:23Z,1,1,2,1,1,1,2,6,1,2,,,1,,,,,2,1,3,5,2,2,3,2,2,3,99,5,4,99,99,3,99,99,99,99,3,99,99,99,99,,,,,,,,,,,2,3,6,1,2,2,,,,,,99,99,,99,5,5,5,5,,,,,,,,,,,,1,3,5,1,4,1,2,4,2,1,1,1,1,2,2,1,,1,1,1,4,2,4,2,2,,0.5988204655320315
201501614487,2024-05-04T08:13:12Z,2024-05-04T08:20:29Z,2,1,2,1,2,2,3,6,2,2,,,1,,,,,2,3,2,5,1,3,1,2,3,3,4,3,4,2,3,3,2,2,2,1,1,3,3,1,2,,,,,,,,,,,2,1,3,3,2,4,,,,,,3,3,,,5,4,4,4,,,,,,,,,,,,2,4,8,1,4,1,2,4,2,1,1,1,1,10,3,3,1,1,2,3,9,3,2,2,3,,2.94414339000784
201501616605,2024-04-29T19:06:53Z,2024-04-29T19:12:10Z,2,1,2,1,2,3,2,6,2,2,,,1,,,,,2,2,2,5,1,3,1,2,3,3,4,4,4,2,3,3,3,3,1,1,3,3,2,1,3,,,,,,,,,,,1,1,2,3,1,3,,,,,,1,3,,3,5,5,5,3,,,,,,,,,,,,1,1,2,1,4,2,1,6,2,1,1,1,1,9,3,2,,2,4,1,9,4,1,1,2,,0.35404415512993004
201501616979,2024-05-07T14:44:30Z,2024-05-07T14:47:49Z,2,1,2,2,2,2,3,1,2,2,,4,1,,,,,1,,,1,1,1,1,2,1,,,,,,,,,,,,,,,,,1,3,3,3,2,1,3,3,2,3,1,2,1,1,1,4,2,2,1,2,1,,,,,,,,,,,,,,,5,5,5,2,,1,4,9,2,2,1,2,3,2,1,1,1,1,12,3,1,,1,1,1,9,2,2,2,2,1.3527805403570048,
201501618962,2024-05-06T11:29:27Z,2024-05-06T11:34:50Z,1,1,2,2,3,3,2,2,6,2,,3,5,2,,3,,1,,,1,1,2,3,2,2,,,,,,,,,,,,,,,,,3,2,1,3,3,3,3,3,1,2,1,1,1,2,1,5,2,1,2,2,1,,,,,,,,,,,,,,,,4,5,3,3,2,4,8,3,2,1,1,5,2,1,1,1,1,9,3,3,2,2,4,1,9,4,1,2,3,1.0282109535672963,
201501620080,2024-05-08T18:15:31Z,2024-05-08T18:27:32Z,3,1,2,1,1,1,3,1,6,2,,,5,2,,,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,,,,,,,,,,,7,7,6,7,7,6,2,2,2,2,2,,3,3,3,5,5,5,5,3,,,,,,,,,,,1,3,6,1,3,1,3,2,2,1,1,1,1,1,1,1,,1,2,1,99,4,,2,99,,5.008292353752854
201501620631,2024-05-06T19:06:40Z,2024-05-06T19:12:57Z,2,1,2,2,1,2,1,2,1,2,,4,1,,,,,1,,,1,1,1,1,2,3,,,,,,,,,,,,,,,,,3,3,3,3,3,2,3,3,2,1,1,1,1,1,1,3,2,2,1,2,1,,,,,,,,,,,,,,,4,5,4,2,,1,3,5,1,2,2,1,6,2,1,1,1,1,1,1,2,,2,4,1,9,5,1,2,3,0.7406109032348673,
201501622488,2024-05-04T15:29:39Z,2024-05-04T15:41:34Z,2,1,2,1,2,1,3,3,1,2,,,1,,,,,1,2,2,1,1,1,3,3,3,3,3,5,3,2,2,3,3,1,1,1,3,3,1,3,3,,,,,,,,,,,1,2,1,1,1,4,1,1,1,2,1,1,2,3,3,5,4,4,2,2,,,,,,,,,,,1,1,2,2,3,1,1,6,2,1,1,1,1,9,3,4,2,2,4,1,9,5,1,1,2,,0.5498989622659836
201501623251,2024-05-08T13:16:36Z,2024-05-08T13:23:46Z,2,1,2,1,2,2,3,3,6,2,,,4,2,,,1,2,2,1,1,3,3,3,3,3,3,3,4,4,3,3,3,1,3,3,3,3,2,1,1,1,,,,,,,,,,,1,1,1,2,3,6,2,2,1,2,1,,3,,4,5,5,4,5,,,,,,,,,,,,1,1,2,2,3,1,2,4,2,1,1,1,1,2,2,2,,2,3,1,3,3,2,2,2,,2.94414339000784
201501623815,2024-05-04T00:38:07Z,2024-05-04T00:42:21Z,2,1,2,1,2,2,2,2,2,2,,,1,,,,,2,1,2,1,3,1,3,2,2,4,3,4,3,2,3,2,2,3,3,3,2,3,2,2,1,,,,,,,,,,,3,2,2,2,1,2,2,1,1,2,1,3,3,,3,3,3,3,3,,,,,,,,,,,,1,4,9,2,3,1,1,6,2,1,1,1,1,2,2,1,,1,1,1,9,1,2,2,3,,2.7758735530449927
